"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q2",4.78721786427984,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q3",0.668239256493427,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q4",-14.7482786943676,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q1",11.2446795194542,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q2",-43.3149826672744,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q3",20.2952481032151,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q4",29.6875151223989,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q1",18.9671247165861,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q2",3.89491217372147,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q3",18.2629156068315,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q4",9.83511870118498,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q1",-2.35717165526406,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q2",-2.51659975293834,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q3",-4.33471774635986,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q4",0.828139785990986,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2023-Q1",3.36676899297159,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2023-Q2",-0.477129538406675,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2023-Q3",-2.1791517527086,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2023-Q4",0.182203243347216,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2024-Q1",3.17001005174559,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2024-Q2",3.82252189197041,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2024-Q3",3.81861697102195,
"CHL","REALGDPFORECAST","TOT","AGRWTH","Q","2024-Q4",3.81646148303335,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q2",-3.89517584617227,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q3",-1.34393029213257,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q4",4.76278604752784,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q1",3.64606674453267,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q2",6.98649010041002,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q3",13.3420732122664,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q4",8.37930424554461,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q1",15.310857551384,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q2",17.9011731101814,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q3",11.2163454337462,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q4",13.1285996675737,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q1",3.31543912797534,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q2",-2.24204332381928,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q3",-0.406111750017762,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q4",-7.08612135196162,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q1",-2.99752077689917,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q2",3.5561117012289,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q3",4.18981215955866,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q4",10.7694085688684,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q1",16.0797548067174,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q2",10.3995956064154,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q3",5.02746226661552,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q4",9.30799221450638,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q1",5.89730974327716,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q2",0.497974560939421,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q3",8.51991126739288,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q4",5.99880348765773,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q1",2.81727797620282,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q2",14.7391675192335,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q3",8.26218750560531,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q4",2.96039333026184,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q1",9.49577289778082,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q2",9.58976745218141,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q3",3.99299927366024,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q4",10.8607124913422,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q1",9.60401911887101,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q2",-2.69093947919055,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q3",9.35685044317892,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q4",8.57683786308512,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q1",7.21228019710886,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q2",16.8056524884758,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q3",9.92901257270554,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q4",9.56186563382153,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2006-Q1",9.51055315227257,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2006-Q2",8.646110417553,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2006-Q3",9.48044136169378,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2006-Q4",10.2993099011401,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2007-Q1",13.9370560324254,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2007-Q2",1.5703980675103,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2007-Q3",0.806701563251978,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2007-Q4",-2.37982524015782,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2008-Q1",-8.5892527905145,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2008-Q2",4.12586237368258,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2008-Q3",0.190922341052009,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2008-Q4",-39.4782252724956,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2009-Q1",-10.1933074860784,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2009-Q2",-12.8297835986717,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2009-Q3",-7.63940235869398,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2009-Q4",1.88853504414616,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2010-Q1",5.62762503882282,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2010-Q2",5.16733841826356,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2010-Q3",5.99309424525947,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2010-Q4",8.67311769402746,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q1",8.35986610280009,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q2",7.85820823224602,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q3",6.85128443045694,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q4",-0.131546121703911,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q1",2.39625839117999,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q2",4.9956266237379,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q3",2.01475681743837,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q4",3.60033947380618,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q1",1.93084795736387,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q2",-1.02225707829831,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q3",-0.991024182814802,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q4",-0.199502625291806,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q1",6.72991657344388,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q2",1.64243355286177,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q3",5.47044704589368,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q4",6.12655571068918,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q1",-5.47127301325962,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q2",8.12615092542814,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q3",3.01251520908416,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q4",-0.738910127191196,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q1",6.65457728587803,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q2",-0.711693186377262,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q3",4.41088196566719,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q4",4.92366533667798,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q1",8.5454237496283,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q2",7.21782332733067,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q3",1.41413552682389,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q4",6.24346545895009,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q1",2.7786117793153,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q2",3.52488517063508,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q3",3.49665679343214,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q4",4.50357438264139,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q1",6.24619577468167,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q2",0.669270213325981,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q3",1.18435552950808,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q4",4.70184745607826,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q1",2.89521857286416,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q2",-24.3243597539058,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q3",20.0355934772901,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q4",11.278671373324,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q1",11.9381380374231,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q2",11.0595862660537,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q3",2.39335024372178,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q4",1.67305761128395,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q1",-1.60056775982466,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q2",-4.53732890731532,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q3",-5.08803580506074,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q4",-6.38826951795822,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2023-Q1",-1.09830130216532,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2023-Q2",2.86606861589796,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2023-Q3",2.75209039754381,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2023-Q4",4.1082670090687,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2024-Q1",2.76394732211797,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2024-Q2",3.50029219002655,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2024-Q3",3.20647616179172,
"EST","REALGDPFORECAST","TOT","AGRWTH","Q","2024-Q4",3.21082371224962,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q2",10.1512028515369,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q3",5.41977900981197,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q4",4.07632760345058,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q1",8.47109303188031,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q2",6.114107312394,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q3",5.07459841890784,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q4",6.48211292027206,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q1",2.81124324177043,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q2",2.11689523868294,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q3",0.0851255887629707,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q4",8.01180742794107,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q1",7.07733401006615,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q2",0.584312236471585,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q3",3.82943901675364,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q4",2.29672541441947,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q1",-4.16818032638663,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q2",16.6283630067348,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q3",0.86490277075544,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q4",7.06653523779312,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q1",9.32084520488951,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q2",13.1079474114336,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q3",12.9679401792536,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q4",-0.200633205210379,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q1",-4.89150424347804,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q2",-1.38124644338667,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q3",-4.01775430716346,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q4",-1.38206241427973,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q1",1.59140709894986,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q2",2.42485971052115,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q3",0.126712598284573,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q4",-1.17389599520989,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q1",4.02052837556627,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q2",-1.14291357750997,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q3",3.64304916981531,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q4",1.85799957145481,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q1",10.0203435140649,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q2",3.17954806741845,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q3",5.05942419935485,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q4",5.18558052876484,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q1",2.74428118707281,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q2",4.45454246587899,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q3",4.98180306851928,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q4",7.33133013174168,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2006-Q1",5.52562040915275,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2006-Q2",9.32783844655552,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2006-Q3",-2.563399576948,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2006-Q4",5.9724590072486,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2007-Q1",8.36937224842359,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2007-Q2",6.87543561050116,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2007-Q3",7.9204288443941,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2007-Q4",5.74928837493298,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2008-Q1",4.0622327221533,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2008-Q2",-0.257864249658085,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2008-Q3",0.981814505412225,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2008-Q4",-3.6479078536313,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2009-Q1",-1.20350594497399,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2009-Q2",4.68345800718957,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2009-Q3",3.44478590702382,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2009-Q4",5.82980907539392,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2010-Q1",6.64667596213634,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2010-Q2",6.09285675911033,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2010-Q3",5.03697078494572,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2010-Q4",6.59835929359643,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q1",5.4259517776517,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q2",4.66185753380707,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q3",8.34132320504494,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q4",2.60008801327186,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q1",1.16197058018828,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q2",-0.422397907594073,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q3",3.73978309872833,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q4",2.1127363066631,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q1",5.54711042185469,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q2",8.31288992920314,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q3",4.23917710569407,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q4",3.16710364711835,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q1",4.61462121804325,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q2",3.06426160778557,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q3",3.62474782663999,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q4",5.74920379567382,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q1",0.271982259068273,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q2",0.177827355347292,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q3",1.16757544741324,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q4",4.36110661268887,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q1",3.7077526040918,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q2",9.41953753762417,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q3",4.43500606336556,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q4",5.13244828329407,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q1",0.672168428294056,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q2",5.32809473330193,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q3",5.94057321509052,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q4",6.12637055604857,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q1",4.82289641503616,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q2",0.640967666746094,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q3",3.54432044445592,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q4",3.39963244225306,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q1",7.28958160805199,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q2",1.83417000345485,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q3",4.99221134289082,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q4",3.70452384236499,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q1",-4.61548453053311,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q2",-30.9455755462088,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q3",40.7459415757836,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q4",9.60697248143344,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q1",-1.81730937359443,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q2",16.6116872312368,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q3",8.30867999707006,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q4",19.5025104137314,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q1",-3.11743745864472,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q2",6.51601914094656,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q3",1.83682404282878,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q4",5.37110827452095,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2023-Q1",2.48079606204393,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2023-Q2",0.617658139635352,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2023-Q3",2.80124184208656,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2023-Q4",3.1217773506455,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2024-Q1",3.37984857845343,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2024-Q2",3.67973943322885,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2024-Q3",3.99329687180586,
"ISR","REALGDPFORECAST","TOT","AGRWTH","Q","2024-Q4",4.15918420799725,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q2",8.88342050081451,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q3",0.148553051007562,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q4",8.64425112579226,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q1",5.45128601853683,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q2",-1.15564653031769,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q3",13.9160003192589,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q4",2.96888471462216,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q1",7.65592976832776,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q2",12.3713260975266,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q3",10.5085440565666,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q4",9.60469237944327,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q1",8.44940317453547,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q2",5.78684874444386,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q3",3.73176448293518,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q4",0.125432466727688,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q1",-6.56444683336856,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q2",1.61095012449174,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q3",-4.89001913888634,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q4",0.7481779800068,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q1",8.92931359896266,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q2",4.09311229939419,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q3",6.10386403541471,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q4",6.18095499835764,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q1",9.92799890117923,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q2",1.36134956109628,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q3",8.2663096260965,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q4",9.85365827408575,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q1",0.443643870287023,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q2",13.2005798828952,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q3",7.22604066343863,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q4",6.19892582323787,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q1",18.7522816187117,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q2",6.13231637201939,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q3",11.9110203262098,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q4",7.45948283803335,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q1",4.03293227236051,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q2",7.70002477936562,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q3",2.51570540408749,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q4",9.36148693041132,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q1",8.61776650602469,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q2",6.284908274166,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q3",11.1091350893459,
"LTU","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q4",7.58633303498684,
